,gisjoin,year,state,blkgrpa,geoid,white_g3,black_g3,native_g3,asian_g3,hawaiianpacific_g3,other_g3,multiracial_g3,white_nhl_g3,hispanic_latino_g3
0,G27000107701001,2010-2014,Minnesota,1,15000US270017701001,6,0,3,0,0,0,0,6,0
1,G27000107701002,2010-2014,Minnesota,2,15000US270017701002,5,0,0,0,0,0,0,5,0
2,G27000107701003,2010-2014,Minnesota,3,15000US270017701003,5,0,0,0,0,0,0,5,0
3,G27000107702001,2010-2014,Minnesota,1,15000US270017702001,7,0,1,0,0,0,0,7,0
4,G27000107702002,2010-2014,Minnesota,2,15000US270017702002,1,0,0,0,0,0,0,1,0
5,G27000107702003,2010-2014,Minnesota,3,15000US270017702003,6,0,0,0,0,0,0,6,0
6,G27000107703001,2010-2014,Minnesota,1,15000US270017703001,29,0,0,0,0,0,0,29,0
7,G27000107703002,2010-2014,Minnesota,2,15000US270017703002,10,0,0,0,0,0,0,10,0
8,G27000107703003,2010-2014,Minnesota,3,15000US270017703003,25,0,0,0,0,0,0,25,0
9,G27000107704001,2010-2014,Minnesota,1,15000US270017704001,6,0,2,0,0,0,0,6,0
10,G27000107704002,2010-2014,Minnesota,2,15000US270017704002,0,0,0,0,0,0,0,0,0
11,G27000107704003,2010-2014,Minnesota,3,15000US270017704003,0,0,0,0,0,0,0,0,0
12,G27000107905011,2010-2014,Minnesota,1,15000US270017905011,5,0,0,0,0,0,0,5,0
13,G27000107905012,2010-2014,Minnesota,2,15000US270017905012,7,0,0,0,0,0,0,7,0
14,G27000107905021,2010-2014,Minnesota,1,15000US270017905021,6,0,0,0,0,0,0,6,0
15,G27000107905022,2010-2014,Minnesota,2,15000US270017905022,15,0,0,0,0,0,0,15,0
16,G27000107905023,2010-2014,Minnesota,3,15000US270017905023,26,0,0,0,0,0,0,26,0
17,G27000300501071,2010-2014,Minnesota,1,15000US270030501071,48,0,0,0,0,0,13,48,0
18,G27000300501081,2010-2014,Minnesota,1,15000US270030501081,81,0,0,0,0,0,0,81,0
19,G27000300501082,2010-2014,Minnesota,2,15000US270030501082,66,0,0,0,0,0,0,66,0
20,G27000300501091,2010-2014,Minnesota,1,15000US270030501091,31,0,0,0,0,0,0,31,0
21,G27000300501092,2010-2014,Minnesota,2,15000US270030501092,23,0,0,0,0,0,0,23,0
22,G27000300501093,2010-2014,Minnesota,3,15000US270030501093,10,0,0,0,0,0,0,10,0
23,G27000300501094,2010-2014,Minnesota,4,15000US270030501094,23,0,0,0,0,0,0,23,0
24,G27000300501101,2010-2014,Minnesota,1,15000US270030501101,0,0,0,0,0,0,0,0,0
25,G27000300501102,2010-2014,Minnesota,2,15000US270030501102,30,0,0,0,0,0,0,30,0
26,G27000300501111,2010-2014,Minnesota,1,15000US270030501111,24,0,0,0,0,0,0,24,0
27,G27000300501112,2010-2014,Minnesota,2,15000US270030501112,21,0,0,0,0,0,0,21,0
28,G27000300501113,2010-2014,Minnesota,3,15000US270030501113,0,0,0,0,0,0,0,0,0
29,G27000300501141,2010-2014,Minnesota,1,15000US270030501141,14,0,0,0,0,0,0,14,0
30,G27000300501142,2010-2014,Minnesota,2,15000US270030501142,38,0,0,0,0,0,14,38,0
31,G27000300501151,2010-2014,Minnesota,1,15000US270030501151,9,0,0,12,0,54,0,9,54
32,G27000300501152,2010-2014,Minnesota,2,15000US270030501152,17,0,0,0,0,0,0,17,0
33,G27000300501153,2010-2014,Minnesota,3,15000US270030501153,0,0,0,0,0,0,0,0,0
34,G27000300501154,2010-2014,Minnesota,4,15000US270030501154,15,0,0,0,0,0,0,15,0
35,G27000300501161,2010-2014,Minnesota,1,15000US270030501161,0,0,0,16,0,0,0,0,0
36,G27000300501162,2010-2014,Minnesota,2,15000US270030501162,11,0,0,0,0,0,0,11,0
37,G27000300501163,2010-2014,Minnesota,3,15000US270030501163,0,0,0,0,0,0,0,0,0
38,G27000300502081,2010-2014,Minnesota,1,15000US270030502081,24,0,0,0,0,0,0,24,0
39,G27000300502082,2010-2014,Minnesota,2,15000US270030502082,0,0,0,0,0,0,0,0,0
40,G27000300502101,2010-2014,Minnesota,1,15000US270030502101,17,0,0,0,0,0,0,17,0
41,G27000300502102,2010-2014,Minnesota,2,15000US270030502102,29,0,0,0,0,0,0,29,0
42,G27000300502103,2010-2014,Minnesota,3,15000US270030502103,9,0,0,0,0,0,0,9,0
43,G27000300502104,2010-2014,Minnesota,4,15000US270030502104,0,0,0,0,0,0,0,0,0
44,G27000300502151,2010-2014,Minnesota,1,15000US270030502151,33,0,0,0,0,0,0,33,0
45,G27000300502152,2010-2014,Minnesota,2,15000US270030502152,26,0,0,0,0,0,0,26,0
46,G27000300502161,2010-2014,Minnesota,1,15000US270030502161,68,0,0,0,0,0,0,68,0
47,G27000300502162,2010-2014,Minnesota,2,15000US270030502162,20,0,0,0,0,0,0,20,0
48,G27000300502163,2010-2014,Minnesota,3,15000US270030502163,9,0,0,0,0,0,0,9,0
49,G27000300502171,2010-2014,Minnesota,1,15000US270030502171,5,0,0,0,0,0,0,5,0
50,G27000300502172,2010-2014,Minnesota,2,15000US270030502172,0,0,0,3,0,0,0,0,0
51,G27000300502181,2010-2014,Minnesota,1,15000US270030502181,21,0,0,0,0,0,0,21,0
52,G27000300502182,2010-2014,Minnesota,2,15000US270030502182,5,0,0,6,0,0,0,5,0
53,G27000300502191,2010-2014,Minnesota,1,15000US270030502191,0,0,0,0,0,0,0,0,0
54,G27000300502192,2010-2014,Minnesota,2,15000US270030502192,8,0,0,0,0,0,13,8,0
55,G27000300502201,2010-2014,Minnesota,1,15000US270030502201,0,0,0,0,0,0,0,0,0
56,G27000300502202,2010-2014,Minnesota,2,15000US270030502202,25,0,0,0,0,0,0,25,0
57,G27000300502203,2010-2014,Minnesota,3,15000US270030502203,35,0,0,0,0,0,0,35,0
58,G27000300502204,2010-2014,Minnesota,4,15000US270030502204,0,0,0,0,0,0,0,0,0
59,G27000300502211,2010-2014,Minnesota,1,15000US270030502211,61,0,0,0,0,0,10,61,0
60,G27000300502212,2010-2014,Minnesota,2,15000US270030502212,26,0,0,0,0,0,0,26,0
61,G27000300502213,2010-2014,Minnesota,3,15000US270030502213,69,0,0,0,0,0,0,69,0
62,G27000300502221,2010-2014,Minnesota,1,15000US270030502221,8,0,0,0,0,0,0,8,0
63,G27000300502222,2010-2014,Minnesota,2,15000US270030502222,6,0,0,0,0,0,0,6,0
64,G27000300502223,2010-2014,Minnesota,3,15000US270030502223,17,0,0,0,0,0,0,17,0
65,G27000300502224,2010-2014,Minnesota,4,15000US270030502224,41,0,0,31,0,0,0,41,0
66,G27000300502231,2010-2014,Minnesota,1,15000US270030502231,41,0,0,6,0,0,0,41,0
67,G27000300502241,2010-2014,Minnesota,1,15000US270030502241,7,0,0,0,0,0,0,7,0
68,G27000300502242,2010-2014,Minnesota,2,15000US270030502242,15,0,0,0,0,0,0,15,0
69,G27000300502251,2010-2014,Minnesota,1,15000US270030502251,50,0,0,0,0,0,0,50,0
70,G27000300502252,2010-2014,Minnesota,2,15000US270030502252,30,0,0,0,0,0,0,30,0
71,G27000300502261,2010-2014,Minnesota,1,15000US270030502261,31,0,0,0,0,4,0,31,4
72,G27000300502271,2010-2014,Minnesota,1,15000US270030502271,8,0,0,0,0,0,0,8,0
73,G27000300502272,2010-2014,Minnesota,2,15000US270030502272,16,0,0,0,0,0,0,16,0
74,G27000300502281,2010-2014,Minnesota,1,15000US270030502281,11,0,0,0,0,0,0,11,0
75,G27000300502282,2010-2014,Minnesota,2,15000US270030502282,29,11,0,0,0,0,0,29,0
76,G27000300502291,2010-2014,Minnesota,1,15000US270030502291,11,0,0,0,0,0,0,11,0
77,G27000300502292,2010-2014,Minnesota,2,15000US270030502292,23,0,0,0,0,0,0,23,0
78,G27000300502301,2010-2014,Minnesota,1,15000US270030502301,59,0,0,0,0,0,6,59,0
79,G27000300502321,2010-2014,Minnesota,1,15000US270030502321,20,0,0,0,0,0,0,20,0
80,G27000300502322,2010-2014,Minnesota,2,15000US270030502322,31,0,0,0,0,0,0,31,0
81,G27000300502331,2010-2014,Minnesota,1,15000US270030502331,0,0,0,0,0,0,0,0,0
82,G27000300502332,2010-2014,Minnesota,2,15000US270030502332,79,0,0,0,0,0,0,79,0
83,G27000300502341,2010-2014,Minnesota,1,15000US270030502341,21,0,0,0,0,0,0,21,0
84,G27000300502342,2010-2014,Minnesota,2,15000US270030502342,11,0,0,0,0,0,0,11,0
85,G27000300502351,2010-2014,Minnesota,1,15000US270030502351,0,0,0,0,0,0,0,0,0
86,G27000300502352,2010-2014,Minnesota,2,15000US270030502352,29,0,0,0,0,0,0,29,0
87,G27000300502361,2010-2014,Minnesota,1,15000US270030502361,39,0,0,0,0,0,0,39,0
88,G27000300502362,2010-2014,Minnesota,2,15000US270030502362,0,0,0,0,0,0,0,0,0
89,G27000300502371,2010-2014,Minnesota,1,15000US270030502371,22,0,0,0,0,0,0,22,0
90,G27000300502372,2010-2014,Minnesota,2,15000US270030502372,12,0,0,0,0,0,0,12,0
91,G27000300504011,2010-2014,Minnesota,1,15000US270030504011,12,10,0,0,0,0,0,12,0
92,G27000300504012,2010-2014,Minnesota,2,15000US270030504012,12,0,0,0,0,0,0,12,0
93,G27000300504021,2010-2014,Minnesota,1,15000US270030504021,0,0,0,0,0,0,7,0,7
94,G27000300504022,2010-2014,Minnesota,2,15000US270030504022,60,9,0,0,0,0,0,60,0
95,G27000300504023,2010-2014,Minnesota,3,15000US270030504023,0,0,0,0,0,0,0,0,0
96,G27000300505011,2010-2014,Minnesota,1,15000US270030505011,0,0,0,0,0,0,0,0,0
97,G27000300505012,2010-2014,Minnesota,2,15000US270030505012,14,0,0,0,0,0,0,14,0
98,G27000300505013,2010-2014,Minnesota,3,15000US270030505013,0,0,0,0,0,0,0,0,0
99,G27000300505014,2010-2014,Minnesota,4,15000US270030505014,0,0,0,0,0,0,0,0,0
100,G27000300505041,2010-2014,Minnesota,1,15000US270030505041,0,0,0,3,0,0,0,0,0
101,G27000300505042,2010-2014,Minnesota,2,15000US270030505042,0,0,0,0,0,0,0,0,0
102,G27000300505051,2010-2014,Minnesota,1,15000US270030505051,8,0,0,0,0,0,0,8,0
103,G27000300505052,2010-2014,Minnesota,2,15000US270030505052,0,0,0,0,0,0,0,0,0
104,G27000300505053,2010-2014,Minnesota,3,15000US270030505053,0,0,0,0,0,0,0,0,0
105,G27000300505054,2010-2014,Minnesota,4,15000US270030505054,17,10,0,0,0,0,0,17,0
106,G27000300506021,2010-2014,Minnesota,1,15000US270030506021,37,6,0,0,0,0,0,37,0
107,G27000300506022,2010-2014,Minnesota,2,15000US270030506022,0,0,0,0,0,0,0,0,0
108,G27000300506051,2010-2014,Minnesota,1,15000US270030506051,25,0,0,0,0,0,0,7,18
109,G27000300506052,2010-2014,Minnesota,2,15000US270030506052,0,0,0,0,0,0,0,0,0
110,G27000300506053,2010-2014,Minnesota,3,15000US270030506053,0,0,0,0,0,0,0,0,0
111,G27000300506054,2010-2014,Minnesota,4,15000US270030506054,19,0,0,0,0,0,0,19,0
112,G27000300506061,2010-2014,Minnesota,1,15000US270030506061,5,0,0,0,0,0,0,5,0
113,G27000300506062,2010-2014,Minnesota,2,15000US270030506062,0,0,0,0,0,0,6,0,0
114,G27000300506071,2010-2014,Minnesota,1,15000US270030506071,0,0,0,0,0,0,0,0,0
115,G27000300506072,2010-2014,Minnesota,2,15000US270030506072,0,0,0,0,0,0,0,0,0
116,G27000300506073,2010-2014,Minnesota,3,15000US270030506073,0,0,0,0,0,0,0,0,0
117,G27000300506074,2010-2014,Minnesota,4,15000US270030506074,22,0,0,0,0,0,0,22,0
118,G27000300506081,2010-2014,Minnesota,1,15000US270030506081,0,0,0,0,0,0,0,0,0
119,G27000300506082,2010-2014,Minnesota,2,15000US270030506082,32,0,0,0,0,0,0,32,0
120,G27000300506083,2010-2014,Minnesota,3,15000US270030506083,40,11,0,9,0,0,0,40,0
121,G27000300506091,2010-2014,Minnesota,1,15000US270030506091,0,0,0,0,0,0,0,0,0
122,G27000300506092,2010-2014,Minnesota,2,15000US270030506092,0,0,0,0,0,0,0,0,0
123,G27000300506093,2010-2014,Minnesota,3,15000US270030506093,0,0,0,0,0,0,0,0,0
124,G27000300506101,2010-2014,Minnesota,1,15000US270030506101,18,0,0,0,0,0,0,18,0
125,G27000300506102,2010-2014,Minnesota,2,15000US270030506102,0,0,0,0,0,0,0,0,0
126,G27000300506103,2010-2014,Minnesota,3,15000US270030506103,0,0,0,0,0,0,0,0,0
127,G27000300506104,2010-2014,Minnesota,4,15000US270030506104,22,0,0,0,0,0,0,22,0
128,G27000300507021,2010-2014,Minnesota,1,15000US270030507021,10,0,0,0,0,0,7,10,0
129,G27000300507022,2010-2014,Minnesota,2,15000US270030507022,0,0,0,0,0,0,0,0,0
130,G27000300507041,2010-2014,Minnesota,1,15000US270030507041,10,0,0,0,0,0,0,10,0
131,G27000300507042,2010-2014,Minnesota,2,15000US270030507042,15,0,0,0,0,0,0,15,0
132,G27000300507043,2010-2014,Minnesota,3,15000US270030507043,7,0,0,0,0,0,0,7,0
133,G27000300507044,2010-2014,Minnesota,4,15000US270030507044,3,31,0,0,0,28,0,3,28
134,G27000300507045,2010-2014,Minnesota,5,15000US270030507045,18,0,0,0,0,0,0,18,0
135,G27000300507061,2010-2014,Minnesota,1,15000US270030507061,0,0,0,0,0,0,0,0,0
136,G27000300507062,2010-2014,Minnesota,2,15000US270030507062,23,0,0,0,0,0,0,23,0
137,G27000300507063,2010-2014,Minnesota,3,15000US270030507063,0,0,0,0,0,0,0,0,0
138,G27000300507071,2010-2014,Minnesota,1,15000US270030507071,16,12,0,0,0,0,0,16,0
139,G27000300507072,2010-2014,Minnesota,2,15000US270030507072,41,0,0,0,0,0,0,41,0
140,G27000300507073,2010-2014,Minnesota,3,15000US270030507073,0,0,0,31,0,0,0,0,0
141,G27000300507091,2010-2014,Minnesota,1,15000US270030507091,15,0,0,0,0,0,0,15,0
142,G27000300507092,2010-2014,Minnesota,2,15000US270030507092,0,0,0,0,0,0,0,0,0
143,G27000300507101,2010-2014,Minnesota,1,15000US270030507101,11,0,0,9,0,0,0,11,0
144,G27000300507102,2010-2014,Minnesota,2,15000US270030507102,0,0,0,0,0,0,0,0,0
145,G27000300507103,2010-2014,Minnesota,3,15000US270030507103,0,0,0,0,0,0,18,0,0
146,G27000300507104,2010-2014,Minnesota,4,15000US270030507104,0,0,0,0,0,0,0,0,0
147,G27000300507111,2010-2014,Minnesota,1,15000US270030507111,0,0,0,0,0,0,0,0,0
148,G27000300507112,2010-2014,Minnesota,2,15000US270030507112,0,0,0,0,0,0,0,0,0
149,G27000300507113,2010-2014,Minnesota,3,15000US270030507113,10,0,0,0,0,0,11,10,0
150,G27000300507114,2010-2014,Minnesota,4,15000US270030507114,0,0,0,0,0,0,0,0,0
151,G27000300507115,2010-2014,Minnesota,5,15000US270030507115,0,0,0,0,0,0,0,0,0
152,G27000300507121,2010-2014,Minnesota,1,15000US270030507121,9,0,0,0,0,0,21,9,0
153,G27000300507122,2010-2014,Minnesota,2,15000US270030507122,0,0,0,0,0,0,0,0,0
154,G27000300507123,2010-2014,Minnesota,3,15000US270030507123,0,0,0,0,0,0,0,0,0
155,G27000300507124,2010-2014,Minnesota,4,15000US270030507124,20,0,0,0,0,0,0,20,0
156,G27000300508051,2010-2014,Minnesota,1,15000US270030508051,103,17,0,0,0,0,0,103,0
157,G27000300508052,2010-2014,Minnesota,2,15000US270030508052,0,0,0,0,0,0,0,0,0
158,G27000300508053,2010-2014,Minnesota,3,15000US270030508053,17,0,0,25,0,14,0,17,14
159,G27000300508054,2010-2014,Minnesota,4,15000US270030508054,0,0,0,0,0,0,0,0,0
160,G27000300508061,2010-2014,Minnesota,1,15000US270030508061,10,0,0,0,0,0,0,10,0
161,G27000300508062,2010-2014,Minnesota,2,15000US270030508062,0,0,0,0,0,0,0,0,0
162,G27000300508063,2010-2014,Minnesota,3,15000US270030508063,0,0,0,0,0,0,0,0,0
163,G27000300508064,2010-2014,Minnesota,4,15000US270030508064,76,0,0,0,0,0,0,37,39
164,G27000300508071,2010-2014,Minnesota,1,15000US270030508071,28,0,0,0,0,0,0,21,7
165,G27000300508072,2010-2014,Minnesota,2,15000US270030508072,9,0,0,0,0,0,0,9,0
166,G27000300508073,2010-2014,Minnesota,3,15000US270030508073,0,0,0,0,0,0,0,0,0
167,G27000300508074,2010-2014,Minnesota,4,15000US270030508074,12,0,0,0,0,0,0,12,0
168,G27000300508081,2010-2014,Minnesota,1,15000US270030508081,0,0,0,0,0,0,0,0,0
169,G27000300508082,2010-2014,Minnesota,2,15000US270030508082,15,0,0,0,0,0,0,15,0
170,G27000300508091,2010-2014,Minnesota,1,15000US270030508091,67,0,0,16,0,0,0,67,0
171,G27000300508092,2010-2014,Minnesota,2,15000US270030508092,0,0,0,0,0,0,0,0,0
172,G27000300508093,2010-2014,Minnesota,3,15000US270030508093,13,0,0,13,0,0,0,13,0
173,G27000300508101,2010-2014,Minnesota,1,15000US270030508101,0,0,0,0,0,0,0,0,0
174,G27000300508102,2010-2014,Minnesota,2,15000US270030508102,18,0,0,0,0,0,0,18,0
175,G27000300508103,2010-2014,Minnesota,3,15000US270030508103,0,6,0,0,0,0,0,0,0
176,G27000300508104,2010-2014,Minnesota,4,15000US270030508104,0,0,0,0,0,0,0,0,0
177,G27000300508111,2010-2014,Minnesota,1,15000US270030508111,0,0,0,0,0,0,0,0,0
178,G27000300508112,2010-2014,Minnesota,2,15000US270030508112,10,0,0,0,0,0,0,10,0
179,G27000300508113,2010-2014,Minnesota,3,15000US270030508113,12,0,0,0,0,0,0,12,0
180,G27000300508131,2010-2014,Minnesota,1,15000US270030508131,16,0,0,0,0,0,0,16,0
181,G27000300508132,2010-2014,Minnesota,2,15000US270030508132,32,0,0,0,0,0,0,32,0
182,G27000300508133,2010-2014,Minnesota,3,15000US270030508133,0,0,0,0,0,0,0,0,0
183,G27000300508134,2010-2014,Minnesota,4,15000US270030508134,37,0,0,0,0,0,0,37,0
184,G27000300508135,2010-2014,Minnesota,5,15000US270030508135,0,0,0,0,0,0,0,0,0
185,G27000300508161,2010-2014,Minnesota,1,15000US270030508161,31,0,0,0,0,0,0,31,0
186,G27000300508162,2010-2014,Minnesota,2,15000US270030508162,7,0,0,0,0,0,0,7,0
187,G27000300508163,2010-2014,Minnesota,3,15000US270030508163,36,0,0,0,0,0,0,36,0
188,G27000300508164,2010-2014,Minnesota,4,15000US270030508164,14,0,0,0,0,0,0,14,0
189,G27000300508181,2010-2014,Minnesota,1,15000US270030508181,31,0,0,0,0,0,0,31,0
190,G27000300508182,2010-2014,Minnesota,2,15000US270030508182,0,0,0,0,0,0,12,0,0
191,G27000300508183,2010-2014,Minnesota,3,15000US270030508183,15,0,0,0,0,0,0,15,0
192,G27000300508191,2010-2014,Minnesota,1,15000US270030508191,68,0,0,11,0,0,0,68,0
193,G27000300508192,2010-2014,Minnesota,2,15000US270030508192,0,0,0,27,0,0,0,0,0
194,G27000300508201,2010-2014,Minnesota,1,15000US270030508201,24,0,0,11,0,0,13,24,0
195,G27000300508202,2010-2014,Minnesota,2,15000US270030508202,10,0,0,13,0,0,0,10,0
196,G27000300508211,2010-2014,Minnesota,1,15000US270030508211,29,15,0,21,0,0,0,19,10
197,G27000300508212,2010-2014,Minnesota,2,15000US270030508212,18,0,0,0,0,0,0,18,0
198,G27000300508213,2010-2014,Minnesota,3,15000US270030508213,24,0,0,19,0,0,0,24,0
199,G27000300509011,2010-2014,Minnesota,1,15000US270030509011,14,0,0,0,0,0,0,14,0
200,G27000300509012,2010-2014,Minnesota,2,15000US270030509012,0,0,0,0,0,0,0,0,0
201,G27000300509021,2010-2014,Minnesota,1,15000US270030509021,0,0,0,0,0,0,0,0,0
202,G27000300509022,2010-2014,Minnesota,2,15000US270030509022,8,0,0,0,0,0,0,8,0
203,G27000300509023,2010-2014,Minnesota,3,15000US270030509023,56,0,0,0,0,0,0,56,0
204,G27000300509024,2010-2014,Minnesota,4,15000US270030509024,0,0,0,0,0,0,0,0,0
205,G27000300510011,2010-2014,Minnesota,1,15000US270030510011,26,0,0,0,0,5,0,26,5
206,G27000300510012,2010-2014,Minnesota,2,15000US270030510012,12,0,0,0,0,0,0,12,0
207,G27000300510021,2010-2014,Minnesota,1,15000US270030510021,17,0,0,0,0,0,0,17,0
208,G27000300510022,2010-2014,Minnesota,2,15000US270030510022,13,0,0,0,0,0,0,13,0
209,G27000300510023,2010-2014,Minnesota,3,15000US270030510023,32,0,0,0,0,0,0,32,0
210,G27000300511011,2010-2014,Minnesota,1,15000US270030511011,0,0,0,0,0,0,0,0,0
211,G27000300511012,2010-2014,Minnesota,2,15000US270030511012,24,0,0,0,0,0,0,24,0
212,G27000300511013,2010-2014,Minnesota,3,15000US270030511013,11,0,0,22,0,0,0,11,0
213,G27000300511014,2010-2014,Minnesota,4,15000US270030511014,0,0,0,0,0,0,0,0,0
214,G27000300511015,2010-2014,Minnesota,5,15000US270030511015,0,0,0,0,0,0,0,0,0
215,G27000300511021,2010-2014,Minnesota,1,15000US270030511021,0,21,0,0,0,2,0,0,2
216,G27000300511022,2010-2014,Minnesota,2,15000US270030511022,0,0,0,16,0,0,0,0,0
217,G27000300511023,2010-2014,Minnesota,3,15000US270030511023,0,0,0,0,0,0,0,0,0
218,G27000300511031,2010-2014,Minnesota,1,15000US270030511031,41,0,0,0,0,0,0,41,0
219,G27000300511032,2010-2014,Minnesota,2,15000US270030511032,47,0,0,0,0,0,0,33,14
220,G27000300511033,2010-2014,Minnesota,3,15000US270030511033,0,22,0,0,0,0,6,0,0
221,G27000300512011,2010-2014,Minnesota,1,15000US270030512011,10,0,0,0,0,0,0,10,0
222,G27000300512012,2010-2014,Minnesota,2,15000US270030512012,14,0,0,0,0,0,0,14,0
223,G27000300512013,2010-2014,Minnesota,3,15000US270030512013,0,6,0,0,0,0,0,0,0
224,G27000300512021,2010-2014,Minnesota,1,15000US270030512021,0,0,0,0,0,0,0,0,0
225,G27000300512022,2010-2014,Minnesota,2,15000US270030512022,14,0,0,0,0,0,13,14,0
226,G27000300512023,2010-2014,Minnesota,3,15000US270030512023,21,15,0,0,0,21,0,0,42
227,G27000300512031,2010-2014,Minnesota,1,15000US270030512031,28,16,0,0,0,0,0,28,0
228,G27000300512032,2010-2014,Minnesota,2,15000US270030512032,0,0,0,0,0,0,0,0,0
229,G27000300512033,2010-2014,Minnesota,3,15000US270030512033,0,0,0,0,0,0,71,0,0
230,G27000300512061,2010-2014,Minnesota,1,15000US270030512061,0,21,0,0,0,0,0,0,0
231,G27000300512062,2010-2014,Minnesota,2,15000US270030512062,0,0,0,0,0,0,0,0,0
232,G27000300513021,2010-2014,Minnesota,1,15000US270030513021,0,0,0,0,0,0,14,0,0
233,G27000300513022,2010-2014,Minnesota,2,15000US270030513022,0,0,0,18,0,0,0,0,0
234,G27000300513023,2010-2014,Minnesota,3,15000US270030513023,0,0,0,0,0,0,0,0,0
235,G27000300513041,2010-2014,Minnesota,1,15000US270030513041,4,0,0,0,0,17,0,4,17
236,G27000300513042,2010-2014,Minnesota,2,15000US270030513042,16,0,0,0,0,0,0,0,16
237,G27000300513051,2010-2014,Minnesota,1,15000US270030513051,15,0,0,0,0,0,0,15,0
238,G27000300513052,2010-2014,Minnesota,2,15000US270030513052,7,0,0,0,0,0,0,7,0
239,G27000300513053,2010-2014,Minnesota,3,15000US270030513053,3,0,0,0,0,11,2,3,13
240,G27000300514001,2010-2014,Minnesota,1,15000US270030514001,0,0,0,0,0,0,0,0,0
241,G27000300514002,2010-2014,Minnesota,2,15000US270030514002,0,0,0,0,0,0,0,0,0
242,G27000300514003,2010-2014,Minnesota,3,15000US270030514003,7,0,0,0,0,0,0,7,0
243,G27000300514004,2010-2014,Minnesota,4,15000US270030514004,24,0,0,0,0,0,15,24,15
244,G27000300515011,2010-2014,Minnesota,1,15000US270030515011,7,0,0,0,0,0,0,7,0
245,G27000300515012,2010-2014,Minnesota,2,15000US270030515012,0,45,0,0,0,0,0,0,0
246,G27000300515021,2010-2014,Minnesota,1,15000US270030515021,0,0,0,0,0,0,0,0,0
247,G27000300515022,2010-2014,Minnesota,2,15000US270030515022,0,0,0,0,0,0,0,0,0
248,G27000300515023,2010-2014,Minnesota,3,15000US270030515023,6,0,0,0,0,0,0,6,0
249,G27000300516001,2010-2014,Minnesota,1,15000US270030516001,0,0,0,0,0,0,0,0,0
250,G27000300516002,2010-2014,Minnesota,2,15000US270030516002,25,0,0,0,0,0,0,25,0
251,G27000300516003,2010-2014,Minnesota,3,15000US270030516003,14,0,0,0,0,0,0,14,0
252,G27000504501001,2010-2014,Minnesota,1,15000US270054501001,25,0,2,0,0,0,0,25,0
253,G27000504501002,2010-2014,Minnesota,2,15000US270054501002,24,0,0,0,0,0,0,24,0
254,G27000504501003,2010-2014,Minnesota,3,15000US270054501003,0,0,0,0,0,0,0,0,0
255,G27000504502001,2010-2014,Minnesota,1,15000US270054502001,28,0,0,0,0,0,0,28,0
256,G27000504502002,2010-2014,Minnesota,2,15000US270054502002,6,0,0,0,0,0,0,6,0
257,G27000504503001,2010-2014,Minnesota,1,15000US270054503001,27,0,0,0,0,0,4,27,0
258,G27000504503002,2010-2014,Minnesota,2,15000US270054503002,0,0,0,0,0,0,0,0,0
259,G27000504503003,2010-2014,Minnesota,3,15000US270054503003,41,0,6,0,0,0,0,32,9
260,G27000504503004,2010-2014,Minnesota,4,15000US270054503004,20,0,0,0,0,0,0,20,0
261,G27000504504001,2010-2014,Minnesota,1,15000US270054504001,42,0,0,0,0,0,2,42,0
262,G27000504504002,2010-2014,Minnesota,2,15000US270054504002,11,0,0,0,0,0,0,11,0
263,G27000504505001,2010-2014,Minnesota,1,15000US270054505001,10,0,0,0,0,0,0,10,0
264,G27000504505002,2010-2014,Minnesota,2,15000US270054505002,30,0,9,0,0,0,3,30,0
265,G27000504505003,2010-2014,Minnesota,3,15000US270054505003,7,0,0,0,0,0,5,7,0
266,G27000504506001,2010-2014,Minnesota,1,15000US270054506001,45,0,0,0,0,0,0,45,0
267,G27000504506002,2010-2014,Minnesota,2,15000US270054506002,51,0,0,0,0,0,0,51,0
268,G27000504506003,2010-2014,Minnesota,3,15000US270054506003,0,0,0,0,0,0,0,0,0
269,G27000504507001,2010-2014,Minnesota,1,15000US270054507001,7,0,0,0,0,0,0,7,0
270,G27000504507002,2010-2014,Minnesota,2,15000US270054507002,6,0,3,0,0,0,12,6,9
271,G27000504508001,2010-2014,Minnesota,1,15000US270054508001,4,0,0,0,0,0,0,4,0
272,G27000504509001,2010-2014,Minnesota,1,15000US270054509001,9,0,6,0,0,0,0,9,6
273,G27000504509002,2010-2014,Minnesota,2,15000US270054509002,0,0,0,0,0,0,0,0,0
274,G27000504509003,2010-2014,Minnesota,3,15000US270054509003,2,0,0,0,0,0,1,2,0
275,G27000504509004,2010-2014,Minnesota,4,15000US270054509004,14,0,0,0,0,0,0,14,0
276,G27000509400001,2010-2014,Minnesota,1,15000US270059400001,2,0,0,0,0,0,0,2,0
277,G27000509400002,2010-2014,Minnesota,2,15000US270059400002,1,0,6,0,0,0,0,1,0
278,G27000509400003,2010-2014,Minnesota,3,15000US270059400003,4,0,4,0,0,0,3,4,0
279,G27000509400004,2010-2014,Minnesota,4,15000US270059400004,0,0,6,0,0,0,3,0,0
280,G27000704501001,2010-2014,Minnesota,1,15000US270074501001,16,0,0,0,0,0,0,16,0
281,G27000704501002,2010-2014,Minnesota,2,15000US270074501002,14,0,0,0,0,0,0,14,0
282,G27000704501003,2010-2014,Minnesota,3,15000US270074501003,18,0,0,0,0,0,0,18,0
