,gisjoin,year,state,blkgrpa,geoid,white_g3,black_g3,native_g3,asian_g3,hawaiianpacific_g3,other_g3,multiracial_g3,white_nhl_g3,hispanic_latino_g3
2003,G27005301114003,2010-2014,Minnesota,3,15000US270531114003,0,0,0,0,0,0,0,0,0
2004,G27005301114004,2010-2014,Minnesota,4,15000US270531114004,14,0,0,0,0,0,0,14,0
2005,G27005301115001,2010-2014,Minnesota,1,15000US270531115001,25,0,0,0,0,0,0,25,0
2006,G27005301115002,2010-2014,Minnesota,2,15000US270531115002,0,0,0,0,0,0,0,0,0
2007,G27005301115003,2010-2014,Minnesota,3,15000US270531115003,45,0,0,0,0,0,0,45,0
2008,G27005301115004,2010-2014,Minnesota,4,15000US270531115004,0,0,0,0,0,0,0,0,0
2009,G27005301115005,2010-2014,Minnesota,5,15000US270531115005,0,0,0,0,0,0,0,0,0
2010,G27005301116001,2010-2014,Minnesota,1,15000US270531116001,19,0,0,0,0,0,0,19,0
2011,G27005301116002,2010-2014,Minnesota,2,15000US270531116002,9,0,0,0,0,0,0,9,0
2012,G27005301116003,2010-2014,Minnesota,3,15000US270531116003,12,0,0,0,0,0,0,12,0
2013,G27005301116004,2010-2014,Minnesota,4,15000US270531116004,0,0,0,0,0,0,0,0,0
2014,G27005301225001,2010-2014,Minnesota,1,15000US270531225001,8,0,0,0,0,0,0,8,0
2015,G27005301225002,2010-2014,Minnesota,2,15000US270531225002,14,8,0,0,0,0,0,14,0
2016,G27005301225003,2010-2014,Minnesota,3,15000US270531225003,0,0,0,0,0,0,0,0,0
2017,G27005301226001,2010-2014,Minnesota,1,15000US270531226001,18,0,0,0,0,0,0,18,0
2018,G27005301226002,2010-2014,Minnesota,2,15000US270531226002,11,9,0,0,0,0,0,11,0
2019,G27005301255001,2010-2014,Minnesota,1,15000US270531255001,0,0,0,0,0,0,0,0,0
2020,G27005301255002,2010-2014,Minnesota,2,15000US270531255002,0,0,0,0,0,0,0,0,0
2021,G27005301255003,2010-2014,Minnesota,3,15000US270531255003,14,10,0,0,0,0,0,14,0
2022,G27005301256001,2010-2014,Minnesota,1,15000US270531256001,0,0,0,0,0,0,0,0,0
2023,G27005301256002,2010-2014,Minnesota,2,15000US270531256002,0,0,0,0,0,0,0,0,0
2024,G27005301257001,2010-2014,Minnesota,1,15000US270531257001,0,25,0,0,0,0,13,0,0
2025,G27005301257002,2010-2014,Minnesota,2,15000US270531257002,0,25,0,8,0,0,0,0,0
2026,G27005301257003,2010-2014,Minnesota,3,15000US270531257003,0,31,0,18,0,0,0,0,0
2027,G27005301258001,2010-2014,Minnesota,1,15000US270531258001,0,0,0,0,0,0,0,0,0
2028,G27005301258002,2010-2014,Minnesota,2,15000US270531258002,0,13,20,0,0,0,0,0,20
2029,G27005301258003,2010-2014,Minnesota,3,15000US270531258003,4,20,0,0,0,0,0,0,4
2030,G27005301259001,2010-2014,Minnesota,1,15000US270531259001,0,0,5,0,0,0,0,0,5
2031,G27005301259002,2010-2014,Minnesota,2,15000US270531259002,11,21,0,31,0,0,0,0,11
2032,G27005301259003,2010-2014,Minnesota,3,15000US270531259003,4,3,0,0,0,0,0,0,4
2033,G27005301260001,2010-2014,Minnesota,1,15000US270531260001,0,8,0,0,0,0,0,0,0
2034,G27005301260002,2010-2014,Minnesota,2,15000US270531260002,0,52,0,0,0,0,0,0,0
2035,G27005301260003,2010-2014,Minnesota,3,15000US270531260003,5,13,0,0,0,10,0,0,15
2036,G27005301260004,2010-2014,Minnesota,4,15000US270531260004,0,24,0,0,0,0,27,0,0
2037,G27005301261001,2010-2014,Minnesota,1,15000US270531261001,0,0,7,0,0,6,0,0,6
2038,G27005301261002,2010-2014,Minnesota,2,15000US270531261002,0,0,0,0,0,0,0,0,0
2039,G27005301261003,2010-2014,Minnesota,3,15000US270531261003,0,0,0,0,0,0,0,0,0
2040,G27005301261004,2010-2014,Minnesota,4,15000US270531261004,0,0,0,0,0,0,0,0,0
2041,G27005301262001,2010-2014,Minnesota,1,15000US270531262001,0,0,0,0,0,0,0,0,0
2042,G27005301262002,2010-2014,Minnesota,2,15000US270531262002,0,14,0,0,0,0,0,0,0
2043,G27005309800001,2010-2014,Minnesota,1,15000US270539800001,14,0,0,0,0,11,0,0,25
2044,G27005500201001,2010-2014,Minnesota,1,15000US270550201001,38,0,0,0,0,0,0,38,0
2045,G27005500201002,2010-2014,Minnesota,2,15000US270550201002,27,0,0,0,0,0,0,27,0
2046,G27005500201003,2010-2014,Minnesota,3,15000US270550201003,14,0,0,0,0,0,0,14,0
2047,G27005500202001,2010-2014,Minnesota,1,15000US270550202001,3,0,0,0,0,0,4,3,0
2048,G27005500202002,2010-2014,Minnesota,2,15000US270550202002,2,0,0,0,0,0,0,2,0
2049,G27005500202003,2010-2014,Minnesota,3,15000US270550202003,28,0,0,0,0,0,0,28,0
2050,G27005500203001,2010-2014,Minnesota,1,15000US270550203001,16,0,0,0,0,0,0,16,0
2051,G27005500203002,2010-2014,Minnesota,2,15000US270550203002,19,0,0,0,0,0,2,19,0
2052,G27005500205001,2010-2014,Minnesota,1,15000US270550205001,67,0,0,0,0,0,0,67,0
2053,G27005500205002,2010-2014,Minnesota,2,15000US270550205002,2,0,0,0,0,0,0,2,0
2054,G27005500209001,2010-2014,Minnesota,1,15000US270550209001,21,0,0,0,0,0,0,21,0
2055,G27005500209002,2010-2014,Minnesota,2,15000US270550209002,17,0,0,0,0,0,0,17,0
2056,G27005500209003,2010-2014,Minnesota,3,15000US270550209003,22,0,0,0,0,0,0,22,0
2057,G27005700701001,2010-2014,Minnesota,1,15000US270570701001,28,0,0,0,0,0,0,28,0
2058,G27005700701002,2010-2014,Minnesota,2,15000US270570701002,28,0,0,0,0,0,0,28,0
2059,G27005700701003,2010-2014,Minnesota,3,15000US270570701003,17,0,0,0,0,0,0,17,0
2060,G27005700702001,2010-2014,Minnesota,1,15000US270570702001,7,0,0,0,0,0,6,7,0
2061,G27005700702002,2010-2014,Minnesota,2,15000US270570702002,12,0,0,0,0,0,0,12,0
2062,G27005700703001,2010-2014,Minnesota,1,15000US270570703001,15,0,0,0,0,0,0,15,0
2063,G27005700703002,2010-2014,Minnesota,2,15000US270570703002,4,0,0,0,0,0,0,4,0
2064,G27005700704001,2010-2014,Minnesota,1,15000US270570704001,6,0,0,0,0,0,0,6,0
2065,G27005700704002,2010-2014,Minnesota,2,15000US270570704002,10,0,0,0,0,0,0,10,0
2066,G27005700704003,2010-2014,Minnesota,3,15000US270570704003,0,0,6,0,0,0,0,0,0
2067,G27005700705001,2010-2014,Minnesota,1,15000US270570705001,38,0,0,0,0,0,8,30,8
2068,G27005700705002,2010-2014,Minnesota,2,15000US270570705002,19,0,0,0,0,0,0,19,0
2069,G27005700706001,2010-2014,Minnesota,1,15000US270570706001,3,0,0,0,0,0,0,3,0
2070,G27005700706002,2010-2014,Minnesota,2,15000US270570706002,0,0,0,0,0,0,0,0,0
2071,G27005700706003,2010-2014,Minnesota,3,15000US270570706003,0,0,0,0,0,0,0,0,0
2072,G27005700707001,2010-2014,Minnesota,1,15000US270570707001,3,0,0,0,0,0,4,3,0
2073,G27005700707002,2010-2014,Minnesota,2,15000US270570707002,12,0,0,0,0,0,0,12,0
2074,G27005901301001,2010-2014,Minnesota,1,15000US270591301001,19,0,0,0,0,0,0,19,0
2075,G27005901301002,2010-2014,Minnesota,2,15000US270591301002,11,0,0,0,0,0,0,11,0
2076,G27005901301003,2010-2014,Minnesota,3,15000US270591301003,16,0,0,0,0,0,0,16,0
2077,G27005901301004,2010-2014,Minnesota,4,15000US270591301004,12,0,0,0,0,0,0,12,0
2078,G27005901302001,2010-2014,Minnesota,1,15000US270591302001,4,0,0,0,0,0,17,4,0
2079,G27005901302002,2010-2014,Minnesota,2,15000US270591302002,13,0,0,0,0,0,0,13,0
2080,G27005901303011,2010-2014,Minnesota,1,15000US270591303011,49,0,0,0,0,0,0,49,0
2081,G27005901303012,2010-2014,Minnesota,2,15000US270591303012,23,0,0,0,0,0,0,23,0
2082,G27005901303013,2010-2014,Minnesota,3,15000US270591303013,129,0,0,0,0,0,0,129,0
2083,G27005901303021,2010-2014,Minnesota,1,15000US270591303021,34,0,0,0,0,0,0,34,0
2084,G27005901303022,2010-2014,Minnesota,2,15000US270591303022,21,0,0,0,0,0,0,21,0
2085,G27005901304001,2010-2014,Minnesota,1,15000US270591304001,20,0,0,0,0,0,0,20,0
2086,G27005901304002,2010-2014,Minnesota,2,15000US270591304002,33,5,0,4,0,0,0,33,0
2087,G27005901304003,2010-2014,Minnesota,3,15000US270591304003,31,0,0,0,0,0,0,31,0
2088,G27005901305011,2010-2014,Minnesota,1,15000US270591305011,32,0,0,0,0,0,0,32,0
2089,G27005901305012,2010-2014,Minnesota,2,15000US270591305012,9,0,0,0,0,0,0,9,0
2090,G27005901305013,2010-2014,Minnesota,3,15000US270591305013,41,0,0,0,0,0,0,41,0
2091,G27005901305021,2010-2014,Minnesota,1,15000US270591305021,103,0,0,0,0,0,8,103,0
2092,G27005901305022,2010-2014,Minnesota,2,15000US270591305022,27,0,0,0,0,0,0,27,0
2093,G27005901306001,2010-2014,Minnesota,1,15000US270591306001,0,0,0,0,0,0,0,0,0
2094,G27005901306002,2010-2014,Minnesota,2,15000US270591306002,34,0,0,0,0,0,0,13,21
2095,G27005901306003,2010-2014,Minnesota,3,15000US270591306003,23,0,0,0,0,0,0,23,0
2096,G27006104801001,2010-2014,Minnesota,1,15000US270614801001,7,0,0,0,0,0,0,3,4
2097,G27006104801002,2010-2014,Minnesota,2,15000US270614801002,10,0,0,0,0,0,3,10,0
2098,G27006104801003,2010-2014,Minnesota,3,15000US270614801003,3,0,0,0,0,0,2,3,0
2099,G27006104803001,2010-2014,Minnesota,1,15000US270614803001,20,0,0,0,0,0,0,20,0
2100,G27006104803002,2010-2014,Minnesota,2,15000US270614803002,18,0,0,0,0,0,0,18,0
2101,G27006104803003,2010-2014,Minnesota,3,15000US270614803003,12,0,0,0,0,0,0,12,0
2102,G27006104803004,2010-2014,Minnesota,4,15000US270614803004,8,0,4,0,0,0,4,8,4
2103,G27006104804001,2010-2014,Minnesota,1,15000US270614804001,9,0,0,0,0,0,0,9,0
2104,G27006104804002,2010-2014,Minnesota,2,15000US270614804002,17,0,0,0,0,0,0,14,3
2105,G27006104804003,2010-2014,Minnesota,3,15000US270614804003,12,0,0,0,0,0,0,9,3
2106,G27006104804004,2010-2014,Minnesota,4,15000US270614804004,10,0,0,0,0,0,0,10,0
2107,G27006104805001,2010-2014,Minnesota,1,15000US270614805001,2,0,0,0,0,0,0,2,0
2108,G27006104805002,2010-2014,Minnesota,2,15000US270614805002,16,0,0,0,0,0,0,16,0
2109,G27006104805003,2010-2014,Minnesota,3,15000US270614805003,7,0,0,0,0,0,0,7,0
2110,G27006104806001,2010-2014,Minnesota,1,15000US270614806001,0,0,0,0,0,0,0,0,0
2111,G27006104806002,2010-2014,Minnesota,2,15000US270614806002,6,0,0,0,0,0,0,6,0
2112,G27006104806003,2010-2014,Minnesota,3,15000US270614806003,4,0,0,0,0,0,0,4,0
2113,G27006104806004,2010-2014,Minnesota,4,15000US270614806004,7,0,0,0,0,0,0,7,0
2114,G27006104807001,2010-2014,Minnesota,1,15000US270614807001,16,0,0,0,0,0,0,16,0
2115,G27006104807002,2010-2014,Minnesota,2,15000US270614807002,8,0,0,0,0,0,4,8,0
2116,G27006104807003,2010-2014,Minnesota,3,15000US270614807003,0,0,0,0,0,0,0,0,0
2117,G27006104807004,2010-2014,Minnesota,4,15000US270614807004,5,0,0,0,0,0,0,5,0
2118,G27006104807005,2010-2014,Minnesota,5,15000US270614807005,16,3,0,0,0,0,0,16,0
2119,G27006104808011,2010-2014,Minnesota,1,15000US270614808011,18,0,0,0,0,0,0,18,0
2120,G27006104808021,2010-2014,Minnesota,1,15000US270614808021,0,0,0,0,0,0,0,0,0
2121,G27006104808022,2010-2014,Minnesota,2,15000US270614808022,43,0,0,0,0,0,0,43,0
2122,G27006104808023,2010-2014,Minnesota,3,15000US270614808023,0,0,0,0,0,0,0,0,0
2123,G27006104808024,2010-2014,Minnesota,4,15000US270614808024,61,0,0,0,0,0,13,61,0
2124,G27006104809001,2010-2014,Minnesota,1,15000US270614809001,10,0,0,0,0,0,0,10,0
2125,G27006104809002,2010-2014,Minnesota,2,15000US270614809002,21,0,0,0,0,0,0,21,0
2126,G27006104809003,2010-2014,Minnesota,3,15000US270614809003,30,0,0,0,0,0,0,30,0
2127,G27006104809004,2010-2014,Minnesota,4,15000US270614809004,0,0,0,0,0,0,0,0,0
2128,G27006104809005,2010-2014,Minnesota,5,15000US270614809005,16,0,0,0,0,0,0,16,0
2129,G27006104809006,2010-2014,Minnesota,6,15000US270614809006,19,0,0,0,0,0,0,19,0
2130,G27006104810001,2010-2014,Minnesota,1,15000US270614810001,3,0,0,0,0,0,0,3,0
2131,G27006104810002,2010-2014,Minnesota,2,15000US270614810002,34,0,0,0,0,0,0,34,0
2132,G27006104810003,2010-2014,Minnesota,3,15000US270614810003,17,0,0,0,0,0,0,17,0
2133,G27006104810004,2010-2014,Minnesota,4,15000US270614810004,0,0,0,0,0,0,0,0,0
2134,G27006104810005,2010-2014,Minnesota,5,15000US270614810005,14,0,0,0,0,0,0,14,0
2135,G27006109400001,2010-2014,Minnesota,1,15000US270619400001,4,0,13,0,0,0,0,4,0
2136,G27006109400002,2010-2014,Minnesota,2,15000US270619400002,2,0,3,0,0,0,3,2,0
2137,G27006304801001,2010-2014,Minnesota,1,15000US270634801001,6,0,0,0,0,0,0,6,0
2138,G27006304801002,2010-2014,Minnesota,2,15000US270634801002,5,0,0,0,0,0,0,5,0
2139,G27006304801003,2010-2014,Minnesota,3,15000US270634801003,1,0,0,0,0,0,0,1,0
2140,G27006304802001,2010-2014,Minnesota,1,15000US270634802001,7,0,0,0,0,0,0,6,1
2141,G27006304802002,2010-2014,Minnesota,2,15000US270634802002,20,0,0,0,0,0,1,20,1
2142,G27006304802003,2010-2014,Minnesota,3,15000US270634802003,11,0,0,0,0,0,0,11,0
2143,G27006304803001,2010-2014,Minnesota,1,15000US270634803001,6,0,0,0,0,0,0,6,0
2144,G27006304803002,2010-2014,Minnesota,2,15000US270634803002,2,0,0,0,0,0,0,2,0
2145,G27006304803003,2010-2014,Minnesota,3,15000US270634803003,45,0,0,0,0,0,0,45,0
2146,G27006304804001,2010-2014,Minnesota,1,15000US270634804001,0,0,0,0,0,0,0,0,0
2147,G27006304804002,2010-2014,Minnesota,2,15000US270634804002,0,0,0,0,0,0,0,0,0
2148,G27006304804003,2010-2014,Minnesota,3,15000US270634804003,0,0,0,0,0,0,0,0,0
2149,G27006304804004,2010-2014,Minnesota,4,15000US270634804004,36,0,0,0,0,0,0,36,0
2150,G27006504801001,2010-2014,Minnesota,1,15000US270654801001,21,0,0,0,0,0,0,21,0
2151,G27006504801002,2010-2014,Minnesota,2,15000US270654801002,14,0,0,0,0,0,0,14,0
2152,G27006504801003,2010-2014,Minnesota,3,15000US270654801003,10,0,0,0,0,0,0,10,0
2153,G27006504802001,2010-2014,Minnesota,1,15000US270654802001,30,0,0,0,0,0,0,27,3
2154,G27006504802002,2010-2014,Minnesota,2,15000US270654802002,4,0,0,0,0,0,0,4,0
2155,G27006504802003,2010-2014,Minnesota,3,15000US270654802003,16,0,0,0,0,0,0,16,0
2156,G27006504803001,2010-2014,Minnesota,1,15000US270654803001,4,0,0,0,0,0,0,4,0
2157,G27006504803002,2010-2014,Minnesota,2,15000US270654803002,0,0,0,0,0,0,0,0,0
2158,G27006504803003,2010-2014,Minnesota,3,15000US270654803003,10,0,0,0,0,0,0,10,0
2159,G27006504803004,2010-2014,Minnesota,4,15000US270654803004,0,0,0,0,0,0,0,0,0
2160,G27006504804001,2010-2014,Minnesota,1,15000US270654804001,6,0,0,0,0,0,0,6,0
2161,G27006504804002,2010-2014,Minnesota,2,15000US270654804002,16,0,0,0,0,0,0,16,0
2162,G27006504804003,2010-2014,Minnesota,3,15000US270654804003,26,0,0,0,0,0,0,26,0
2163,G27006504804004,2010-2014,Minnesota,4,15000US270654804004,20,0,0,0,0,0,0,20,0
2164,G27006707709001,2010-2014,Minnesota,1,15000US270677709001,16,0,0,0,0,0,0,0,16
2165,G27006707709002,2010-2014,Minnesota,2,15000US270677709002,0,0,0,0,0,0,0,0,0
2166,G27006707709003,2010-2014,Minnesota,3,15000US270677709003,30,0,0,0,0,0,0,19,11
2167,G27006707801001,2010-2014,Minnesota,1,15000US270677801001,8,0,0,0,0,0,0,8,0
2168,G27006707801002,2010-2014,Minnesota,2,15000US270677801002,11,0,0,0,0,0,0,11,0
2169,G27006707802001,2010-2014,Minnesota,1,15000US270677802001,3,0,0,0,0,0,0,3,0
2170,G27006707802002,2010-2014,Minnesota,2,15000US270677802002,10,0,0,0,0,0,0,10,0
2171,G27006707802003,2010-2014,Minnesota,3,15000US270677802003,7,0,0,0,0,0,0,7,0
2172,G27006707803001,2010-2014,Minnesota,1,15000US270677803001,12,0,0,0,0,0,0,12,0
2173,G27006707803002,2010-2014,Minnesota,2,15000US270677803002,28,0,0,0,0,0,5,28,5
2174,G27006707803003,2010-2014,Minnesota,3,15000US270677803003,0,0,0,0,0,0,0,0,0
2175,G27006707804001,2010-2014,Minnesota,1,15000US270677804001,10,0,0,0,0,0,0,9,1
2176,G27006707804002,2010-2014,Minnesota,2,15000US270677804002,2,0,0,0,0,0,0,2,0
2177,G27006707804003,2010-2014,Minnesota,3,15000US270677804003,24,0,0,0,0,0,0,14,10
2178,G27006707805001,2010-2014,Minnesota,1,15000US270677805001,11,0,0,0,0,0,0,11,0
2179,G27006707805002,2010-2014,Minnesota,2,15000US270677805002,55,0,0,0,0,0,0,22,33
2180,G27006707805003,2010-2014,Minnesota,3,15000US270677805003,13,0,0,0,0,0,0,13,0
2181,G27006707806001,2010-2014,Minnesota,1,15000US270677806001,11,0,0,0,0,0,0,11,0
2182,G27006707806002,2010-2014,Minnesota,2,15000US270677806002,15,0,0,0,0,0,2,6,11
2183,G27006707806003,2010-2014,Minnesota,3,15000US270677806003,29,0,0,0,0,0,0,29,0
2184,G27006707807001,2010-2014,Minnesota,1,15000US270677807001,42,0,0,0,0,0,0,17,25
2185,G27006707807002,2010-2014,Minnesota,2,15000US270677807002,17,0,0,0,0,0,0,17,0
2186,G27006707807003,2010-2014,Minnesota,3,15000US270677807003,0,0,0,0,0,0,0,0,0
2187,G27006707808001,2010-2014,Minnesota,1,15000US270677808001,0,0,0,0,0,0,9,0,9
2188,G27006707808002,2010-2014,Minnesota,2,15000US270677808002,12,0,0,0,0,0,0,12,0
2189,G27006707810001,2010-2014,Minnesota,1,15000US270677810001,30,32,0,0,0,0,0,24,6
2190,G27006707810002,2010-2014,Minnesota,2,15000US270677810002,52,0,0,0,0,0,0,20,32
2191,G27006707810003,2010-2014,Minnesota,3,15000US270677810003,10,0,0,0,0,0,0,10,0
2192,G27006707811001,2010-2014,Minnesota,1,15000US270677811001,10,0,0,0,0,0,0,10,0
2193,G27006707811002,2010-2014,Minnesota,2,15000US270677811002,13,0,0,0,0,0,0,13,0
2194,G27006707811003,2010-2014,Minnesota,3,15000US270677811003,19,0,0,0,0,0,0,19,0
2195,G27006707812001,2010-2014,Minnesota,1,15000US270677812001,16,0,0,0,0,0,0,16,0
2196,G27006707812002,2010-2014,Minnesota,2,15000US270677812002,34,0,0,0,0,0,0,34,0
2197,G27006707812003,2010-2014,Minnesota,3,15000US270677812003,9,0,0,0,0,0,0,9,0
2198,G27006900901001,2010-2014,Minnesota,1,15000US270690901001,11,0,0,0,0,0,0,11,0
2199,G27006900901002,2010-2014,Minnesota,2,15000US270690901002,2,0,0,0,0,0,0,2,0
2200,G27006900901003,2010-2014,Minnesota,3,15000US270690901003,20,0,0,0,0,0,0,7,13
2201,G27006900901004,2010-2014,Minnesota,4,15000US270690901004,2,0,0,0,0,0,0,2,0
2202,G27006900902001,2010-2014,Minnesota,1,15000US270690902001,14,0,0,0,0,0,0,14,0
2203,G27006900902002,2010-2014,Minnesota,2,15000US270690902002,2,0,0,0,0,0,0,2,0
2204,G27006900902003,2010-2014,Minnesota,3,15000US270690902003,12,0,0,0,0,0,0,12,0
2205,G27007107901001,2010-2014,Minnesota,1,15000US270717901001,6,0,0,0,0,0,8,6,0
2206,G27007107901002,2010-2014,Minnesota,2,15000US270717901002,0,0,0,0,0,0,0,0,0
2207,G27007107902001,2010-2014,Minnesota,1,15000US270717902001,18,0,0,0,0,0,0,18,0
2208,G27007107902002,2010-2014,Minnesota,2,15000US270717902002,0,0,0,0,0,0,0,0,0
2209,G27007107902003,2010-2014,Minnesota,3,15000US270717902003,0,0,0,0,0,0,0,0,0
2210,G27007107902004,2010-2014,Minnesota,4,15000US270717902004,12,0,0,0,0,0,0,12,0
2211,G27007107902005,2010-2014,Minnesota,5,15000US270717902005,0,0,0,0,0,0,0,0,0
2212,G27007107902006,2010-2014,Minnesota,6,15000US270717902006,0,0,0,0,0,0,0,0,0
2213,G27007107903001,2010-2014,Minnesota,1,15000US270717903001,28,0,0,0,0,0,0,28,0
2214,G27007107903002,2010-2014,Minnesota,2,15000US270717903002,2,0,0,0,0,0,0,2,0
2215,G27007107903003,2010-2014,Minnesota,3,15000US270717903003,0,0,0,0,0,0,0,0,0
2216,G27007107905001,2010-2014,Minnesota,1,15000US270717905001,22,0,0,0,0,0,1,22,0
2217,G27007107905002,2010-2014,Minnesota,2,15000US270717905002,3,0,0,0,0,0,0,3,0
2218,G27007107905003,2010-2014,Minnesota,3,15000US270717905003,15,0,0,0,0,0,0,15,0
2219,G27007301801001,2010-2014,Minnesota,1,15000US270731801001,7,0,0,0,0,0,0,7,0
2220,G27007301801002,2010-2014,Minnesota,2,15000US270731801002,3,0,0,0,0,0,0,3,0
2221,G27007301801003,2010-2014,Minnesota,3,15000US270731801003,9,0,0,0,0,0,0,0,9
2222,G27007301802001,2010-2014,Minnesota,1,15000US270731802001,12,0,0,0,0,0,0,12,0
2223,G27007301802002,2010-2014,Minnesota,2,15000US270731802002,8,0,0,0,0,0,0,8,0
2224,G27007301803001,2010-2014,Minnesota,1,15000US270731803001,16,0,0,0,0,0,0,16,0
2225,G27007301803002,2010-2014,Minnesota,2,15000US270731803002,3,0,0,0,0,0,0,3,0
2226,G27007301803003,2010-2014,Minnesota,3,15000US270731803003,3,2,0,0,0,0,0,3,0
2227,G27007503701001,2010-2014,Minnesota,1,15000US270753701001,0,0,0,0,0,0,0,0,0
2228,G27007503701002,2010-2014,Minnesota,2,15000US270753701002,4,0,3,0,0,0,0,3,1
2229,G27007503701003,2010-2014,Minnesota,3,15000US270753701003,17,0,0,0,0,0,0,17,0
2230,G27007503701004,2010-2014,Minnesota,4,15000US270753701004,11,0,0,0,0,0,0,11,0
2231,G27007503701005,2010-2014,Minnesota,5,15000US270753701005,10,0,0,0,0,0,0,10,0
2232,G27007503703001,2010-2014,Minnesota,1,15000US270753703001,7,0,0,0,0,0,0,7,0
2233,G27007503703002,2010-2014,Minnesota,2,15000US270753703002,0,0,0,0,0,0,6,0,0
2234,G27007503703003,2010-2014,Minnesota,3,15000US270753703003,0,0,0,0,0,0,0,0,0
2235,G27007503704001,2010-2014,Minnesota,1,15000US270753704001,44,0,0,0,0,0,0,44,0
2236,G27007503704002,2010-2014,Minnesota,2,15000US270753704002,19,0,0,0,0,0,0,19,0
2237,G27007503704003,2010-2014,Minnesota,3,15000US270753704003,0,0,0,0,0,0,0,0,0
2238,G27007503704004,2010-2014,Minnesota,4,15000US270753704004,0,0,0,0,0,0,0,0,0
2239,G27007509901000,2010-2014,Minnesota,0,15000US270759901000,0,0,0,0,0,0,0,0,0
2240,G27007704603001,2010-2014,Minnesota,1,15000US270774603001,28,0,0,0,0,0,14,28,14
2241,G27007704604001,2010-2014,Minnesota,1,15000US270774604001,0,0,0,0,0,0,0,0,0
2242,G27007704604002,2010-2014,Minnesota,2,15000US270774604002,27,0,0,0,0,0,0,27,0
2243,G27007909501001,2010-2014,Minnesota,1,15000US270799501001,120,0,0,0,0,0,0,120,0
2244,G27007909501002,2010-2014,Minnesota,2,15000US270799501002,38,0,0,0,0,0,0,37,1
2245,G27007909501003,2010-2014,Minnesota,3,15000US270799501003,8,0,0,0,0,0,0,8,0
2246,G27007909501004,2010-2014,Minnesota,4,15000US270799501004,15,0,0,0,0,0,6,12,9
2247,G27007909502001,2010-2014,Minnesota,1,15000US270799502001,3,0,0,0,0,19,0,3,19
2248,G27007909502002,2010-2014,Minnesota,2,15000US270799502002,8,0,0,8,0,0,0,8,0
2249,G27007909502003,2010-2014,Minnesota,3,15000US270799502003,0,0,0,0,0,0,16,0,0
2250,G27007909502004,2010-2014,Minnesota,4,15000US270799502004,19,0,0,0,0,0,0,19,0
2251,G27007909503001,2010-2014,Minnesota,1,15000US270799503001,6,0,0,0,0,0,0,6,0
2252,G27007909503002,2010-2014,Minnesota,2,15000US270799503002,63,0,0,0,0,0,0,63,0
2253,G27007909503003,2010-2014,Minnesota,3,15000US270799503003,11,0,0,0,0,0,9,11,9
2254,G27007909504001,2010-2014,Minnesota,1,15000US270799504001,20,0,0,0,0,0,0,20,0
2255,G27007909504002,2010-2014,Minnesota,2,15000US270799504002,20,0,0,0,0,0,0,20,0
2256,G27007909504003,2010-2014,Minnesota,3,15000US270799504003,0,0,0,0,0,0,0,0,0
2257,G27007909504004,2010-2014,Minnesota,4,15000US270799504004,16,0,0,0,0,0,0,16,0
2258,G27007909505001,2010-2014,Minnesota,1,15000US270799505001,15,0,0,0,0,0,0,15,0
2259,G27007909505002,2010-2014,Minnesota,2,15000US270799505002,7,0,0,0,0,6,0,7,6
2260,G27007909505003,2010-2014,Minnesota,3,15000US270799505003,21,0,0,0,0,0,0,21,0
2261,G27007909506001,2010-2014,Minnesota,1,15000US270799506001,29,0,0,1,0,0,0,29,0
2262,G27007909506002,2010-2014,Minnesota,2,15000US270799506002,14,0,0,0,0,0,0,14,0
2263,G27007909506003,2010-2014,Minnesota,3,15000US270799506003,0,0,0,0,0,0,0,0,0
2264,G27007909506004,2010-2014,Minnesota,4,15000US270799506004,11,0,0,0,0,0,0,11,0
2265,G27008102010011,2010-2014,Minnesota,1,15000US270812010011,12,1,0,0,0,0,0,12,0
2266,G27008102010012,2010-2014,Minnesota,2,15000US270812010012,8,0,0,0,0,0,0,8,0
2267,G27008102010013,2010-2014,Minnesota,3,15000US270812010013,15,0,0,0,0,0,0,15,0
2268,G27008102010021,2010-2014,Minnesota,1,15000US270812010021,9,0,0,0,0,0,3,9,0
2269,G27008102010022,2010-2014,Minnesota,2,15000US270812010022,11,0,0,0,0,8,1,11,8
2270,G27008303601001,2010-2014,Minnesota,1,15000US270833601001,22,0,0,0,0,0,0,22,0
2271,G27008303601002,2010-2014,Minnesota,2,15000US270833601002,30,0,0,0,0,0,0,30,0
2272,G27008303601003,2010-2014,Minnesota,3,15000US270833601003,19,0,0,0,0,0,0,18,1
2273,G27008303601004,2010-2014,Minnesota,4,15000US270833601004,2,0,0,0,0,0,0,2,0
2274,G27008303602001,2010-2014,Minnesota,1,15000US270833602001,21,0,0,0,0,0,0,21,0
2275,G27008303602002,2010-2014,Minnesota,2,15000US270833602002,16,1,0,2,0,0,0,16,0
2276,G27008303602003,2010-2014,Minnesota,3,15000US270833602003,12,0,0,0,0,0,0,12,0
2277,G27008303603001,2010-2014,Minnesota,1,15000US270833603001,0,0,0,0,0,0,0,0,0
2278,G27008303603002,2010-2014,Minnesota,2,15000US270833603002,26,21,0,0,0,0,0,26,0
2279,G27008303603003,2010-2014,Minnesota,3,15000US270833603003,0,0,0,0,0,0,0,0,0
2280,G27008303603004,2010-2014,Minnesota,4,15000US270833603004,21,0,0,0,0,0,0,21,0
